HANNOVERMESSE 2026 - Exhibitors
Hit type;Exhibitor;Country;Zip Code;City;Federal State;CCI District;Company website;Booth;Exhibitor presentation
Exhibitor;Semar Electric S.R.L.;Italy;17014;Cairo Montenotte;;;https://www.semar-electric.com/;"Hall 12, Stand E47";https://www.hannovermesse.de/exhibitor/semar-electric/N1605576;
Exhibitor;Hochschule für Technik und Wirtschaft Dresden;Germany;01069;Dresden;;;https://www.semiconductor-x.com;"Hall 13, Stand C24";https://www.hannovermesse.de/exhibitor/semiconductor-x/N1575650;
Exhibitor;semvox GmbH;Germany;66459;Limbach;Saarland;;http://www.semvox.de;"Hall 27, Stand B24, (2)";https://www.hannovermesse.de/exhibitor/semvox/N1609953;
Exhibitor;SENECA s.r.l.;Italy;35127;Padova;;;http://www.seneca.it;"Hall 27, Stand K24";https://www.hannovermesse.de/exhibitor/seneca/N1605577;
Exhibitor;Senergetics B.V.;Netherlands;5656 AE;Eindhoven;;;https://www.senergetics.ai;"Hall 13, Stand A34";https://www.hannovermesse.de/exhibitor/senergetics/N1610342;
Exhibitor;SensiLink Limited;China;510000;Guangzhou;;;https://www.sensilink.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/sensilink/N1607404;
Exhibitor;Sensio Software Ltda.;Brazil;36025-275;Juiz De Fora MG;;;https://www.sensio.com.br;"Hall 11, Stand D55";https://www.hannovermesse.de/exhibitor/sensio/N1609001;
Exhibitor;SENSIT S.r.o.;Czech Republic;756 61;Roznov Pod Radhostem;;;http://www.sensit.cz;"Hall 27, Stand G05";https://www.hannovermesse.de/exhibitor/sensit/N1478758;
Exhibitor;Sentea N.V.;Belgium;9052;Gent;;;http://www.sentea.com;"Hall 17, Stand H23";https://www.hannovermesse.de/exhibitor/sentea/N1611846;
Exhibitor;Serralog Industria e Comercio de Produtos para Logistica Ltda.;Brazil;95032-500;Caxias do Sul RS;;;https://www.serralog.com.br;"Hall 17, Stand D52";https://www.hannovermesse.de/exhibitor/serralog-empilhadeiras/N1609097;
Exhibitor;Service-now.com GmbH;Germany;81673;München;Bavaria;;https://www.servicenow.com;"Hall 15, Stand D72";https://www.hannovermesse.de/exhibitor/servicenow/N1433719;
Exhibitor;Servomotions Elektrik Motor Bak?m Teknolojileri A.?;Türkiye;34906;Pendik;;;https://www.servomotions.com;"Hall 14, Stand L27, (11)";https://www.hannovermesse.de/exhibitor/servomotions-elektrik-motor-bak-m-tech-/N1608170;
Exhibitor;SERW, spol. s r.o.;Czech Republic;332 02;Stary Plzenec;;;http://www.serw.cz;"Hall 12, Stand C63";https://www.hannovermesse.de/exhibitor/serw/N1605578;
Exhibitor;Sesame Motor Corp.;Taiwan;429013;Taichung;;;https://www.sesamemotor.com;"Hall 13, Stand A12";https://www.hannovermesse.de/exhibitor/sesame-motor/N1605998;
Exhibitor;SESA SYSTEMS SAS;France;27340;Criquebeuf Sur Seine;;;https://www.sesa-systems.com;"Hall 26, Stand F37";https://www.hannovermesse.de/exhibitor/sesa-systems/N1610081;
Exhibitor;Setta Digital Labs Ltda;Brazil;38706-319;Patos De Minas MG;;;;"Hall 16, Stand B09";https://www.hannovermesse.de/exhibitor/setta-digital-labs/N1611503;
Exhibitor;Wilhelm Severt Maschinenbau GmbH;Germany;48691;Vreden;North Rhine-Westphalia;;https://www.severt.de;"Hall 17, Stand B30/5";https://www.hannovermesse.de/exhibitor/severt-maschinenbau/N1605640;
Exhibitor;Sewon Hitec Co., Ltd.;Korea, Republic of;39831;Chilgok-Gun;;;http://www.sewonhitec.com;"Hall 27, Stand H71";https://www.hannovermesse.de/exhibitor/sewon-hitec/N1610648;
Exhibitor;SEW-EURODRIVE GmbH & Co KG;Germany;76646;Bruchsal;Baden-Wurttemberg;;http://www.sew-eurodrive.de;"Hall 13, Stand C68";https://www.hannovermesse.de/exhibitor/sew-eurodrive/N1478759;
Exhibitor;SEZ - Holding s.r.o.;Slovakia;053 42;Krompachy;;;https://www.sezgroup.eu;"Hall 12, Stand F85";https://www.hannovermesse.de/exhibitor/sez/N1610396;
Exhibitor;SFC Energy AG;Germany;85649;Brunnthal;Bavaria;;http://www.sfc.com;"Hall 11, Stand D06";https://www.hannovermesse.de/exhibitor/sfc-energy/N1478760;
Exhibitor;SFM Latvia SIA;Latvia;3002;Jelgava;;;http://www.sfm.lv;"Hall 17, Stand E44";https://www.hannovermesse.de/exhibitor/sfm-latvia/N1480740;
Exhibitor;SGC - Switchgear Company NV;Belgium;9850;Landegem;;;http://www.switchgearcompany.eu;"Hall 12, Stand E56";https://www.hannovermesse.de/exhibitor/sgc-switchgear/N1476472;
Exhibitor;SGI Wiring Solutions Private Limited;India;;New Delhi 110006;;;https://www.sgiwiring.com;"Hall 12, Stand A06";https://www.hannovermesse.de/exhibitor/sgi-wiring-solutions/N1605579;
Exhibitor;Shaanxi Baoguang Vacuum Electric Device Co. Ltd.;China;721006;Baoji;;;http://www.baoguang.com.cn;"Hall 12, Stand A40";https://www.hannovermesse.de/exhibitor/shaanxi-baoguang-vacuum/N1566298;
Exhibitor;Shaanxi Blower (Group) Co., Ltd;China;710075;Xi'an;;;http://www.shaangu-group.com;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/shaanxi-blower-group-/N1613293;
Exhibitor;Shaanxi BSBSuceed Import and Export Co. Ltd.;China;710026;Xi'an;;;http://sksd.chuanshi.tech/;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/shaanxi-bsbsuceed-import-and-export/N1578810;
Exhibitor;Shaanxi Erison Wanke Electrical Co., Ltd;China;721000;Baoji;;;https://sxaeswk.com;"Hall 12, Stand G54";https://www.hannovermesse.de/exhibitor/shaanxi-erison-wanke-electrical/N1610215;
Exhibitor;Shaanxi Guosheng Laser Technology Co., Ltd.;China;713100;Xianyang;;;http://www.guoshenglaser.com;"Hall 26, Stand B18/1";https://www.hannovermesse.de/exhibitor/shaanxi-guosheng-laser-technology/N1609144;
Exhibitor;Shaanxi HST Metal Material Co.,Ltd;China;710065;Xi'an;;;http://www.hst-titanium.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/shaanxi-hst-metal-material/N1609269;
Exhibitor;Shaanxi Huadian Electric Co. Ltd.;China;721013;Baoji;;;http://www.hdswitchgear.com;"Hall 12, Stand G54";https://www.hannovermesse.de/exhibitor/shaanxi-huadian-electric/N1610216;
Exhibitor;Shaanxi Ireeda Protective Technology Co., Ltd.;China;710000;Xi'an;;;http://www.ireeda-tech.com;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/shaanxi-ireeda-protective-technology/N1611504;
Exhibitor;Shaanxi Kelong New Materials Technology Co., Ltd.;China;712000;Xianyang;;;http://www.sealhose.com;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/shaanxi-kelong-new-materials/N1611505;
Exhibitor;Shaanxi QT Power Group Co., Ltd.;China;712000;Xianyang;;;http://www.sxqtdl.com;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/shaanxi-qt-power-group/N1607193;
Exhibitor;Shaanxi Sier Electronics Co., Ltd;China;721004;Baoji;;;http://www.sierelectro.com;"Hall 17, Stand F70";https://www.hannovermesse.de/exhibitor/shaanxi-sier-electronics/N1577163;
Exhibitor;Shaanxi United Import Export Co.,Ltd;China;710062;Xi'an;;;;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/shaanxi-united-import-export/N1578811;
Exhibitor;Shaanxi Yingbo Metal Technology Co., Ltd.;China;714000;Weinan;;;http://www.shanxiyingbo.com;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/shaanxi-yingbo-metal-technology/N1611506;
Exhibitor;Shaanxi Zhongsheng Tianze FRP Tech Co. Ltd. Shaanxi Zhongsheng Tianze FRP;China;722200;Baoji;;;https://zhongshengfrp.en.alibaba.com;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/shaanxi-zhongsheng-tianze-frp/N1611507;
Exhibitor;Shako Co. Ltd.;Taiwan;33350;Taoyuan Hsien;;;https://www.shako.com.tw;"Hall 27, Stand E05, (3)";https://www.hannovermesse.de/exhibitor/shako/N1566588;
Exhibitor;Shandong Evergrand Intelligent Technology Co., Ltd.;China;264000;Yantai;;;http://www.sdever.com;"Hall 14, Stand J78";https://www.hannovermesse.de/exhibitor/shandong-evergrand-intelligent/N1605580;
Exhibitor;Shandong Hengli Electric Motor Co., Ltd;China;264300;Rongcheng;;;http://www.henglimotor.com;"Hall 13, Stand A65";https://www.hannovermesse.de/exhibitor/shandong-hengli-electric-motor/N1577164;
Exhibitor;Shandong Jingrui Transmission Technology Co.,Ltd;China;250300;Jinan;;;http://www.peklinearmotion.com;"Hall 26, Stand C28";https://www.hannovermesse.de/exhibitor/shandong-jingrui-transmission/N1608150;
Exhibitor;Shandong Lumei Magnetic Materials Co.,Ltd.;China;273300;Linyi;;;;"Hall 12, Stand G87";https://www.hannovermesse.de/exhibitor/shandong-lumei-magnetic/N1613294;
Exhibitor;Shandong PengTuo Industrial Technology Co., Ltd.;China;251100;Dezhou;;;http://www.pt-beltpulley.com;"Hall 13, Stand E96/1";https://www.hannovermesse.de/exhibitor/shandong-pengtuo-industrial-technology/N1543547;
Exhibitor;Shandong Saima Mechanical Technology Co.,Ltd.;China;252000;Liaocheng;;;http://www.srbfbearings.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shandong-saima-mechanical/N1538873;
Exhibitor;Shandong Sunvim Motor Co., Ltd.;China;261500;Gaomi;;;http://www.sunvimmotor.com;"Hall 13, Stand F06";https://www.hannovermesse.de/exhibitor/shandong-sunvim-motor/N1573401;
Exhibitor;Shandong Taikai Investment Casting Co., Ltd.;China;271000;Taian;;;http://www.tkcasting.com;"Hall 17, Stand F61";https://www.hannovermesse.de/exhibitor/shandong-taikai-inventment-casting/N1605581;
Exhibitor;Shandong Xingjie Electronic Technology Co., Ltd.;China;273408;Linyi;;;http://www.xingjiechina.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/shandong-xingjie-electromechanical/N1608589;
Exhibitor;Shandong Xuanye Robot Technology Co., Ltd.;China;250000;Jinan;;;http://www.xuanyerobot.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/shandong-xuanye-robot-technology/N1606538;
Exhibitor;Shandong Yilin Aluminium Industry Co., Ltd.;China;252100;Liaocheng;;;http://www.ylalv.com;"Hall 13, Stand F24";https://www.hannovermesse.de/exhibitor/shandong-yilin/N1577445;
Exhibitor;Shandong Yuanshi Precision Bearing Manufacturing Co., Ltd;China;252665;Liaocheng;;;https://www.yzsbearing.com;"Hall 17, Stand D82";https://www.hannovermesse.de/exhibitor/shandong-yuanshi-precision-bearing/N1613016;
Exhibitor;Shandong Zhongtai Explosion Proof Motor Co., Ltd;China;264300;Rongcheng;;;http://www.zhongtaimotor.cn;"Hall 13, Stand F66";https://www.hannovermesse.de/exhibitor/shandong-zhongtai-explosion-proof/N1543546;
Exhibitor;Shanghai Aiyinbeike International Trading Co., Ltd.;China;210000;Shanghai;;;http://www.aein-cable.com;"Hall 27, Stand J03";https://www.hannovermesse.de/exhibitor/shanghai-aiyinbeike-international/N1607759;
Exhibitor;Shanghai Beibian Technology Co., Ltd.;China;201617;Shanghai;;;http://www.bbelc.cn;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/shanghai-beibian-technology/N1607760;
Exhibitor;Shanghai Besca Industrial Co., Ltd.;China;200436;Shanghai;;;http://www.bescatray.com;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/shanghai-besca-industrial/N1572915;
Exhibitor;Shanghai BTE Spare Part Manufacturing Co., Ltd.;China;201323;Shanghai;;;http://www.btechina.com;"Hall 13, Stand G29";https://www.hannovermesse.de/exhibitor/shanghai-bte-spare-part-manufacturing/N1607835;
Exhibitor;Shanghai Tongxin Construction Technology Co., Ltd;China;201900;Shanghai;;;;"Hall 17, Stand A72";https://www.hannovermesse.de/exhibitor/shanghai-chipsyn-tech-co-ltd-/N1610306;
Exhibitor;Shanghai Electric Group Co., Ltd.;China;200233;Shanghai;;;http://www.shanghai-electric.com;"Hall 27, Stand J21";https://www.hannovermesse.de/exhibitor/shanghai-electric-group/N1537171;
Exhibitor;Shanghai Gkoncy Trading Co., Ltd.;China;201816;Shanghai;;;http://www.gkoncy.com;"Hall 27, Stand K64";https://www.hannovermesse.de/exhibitor/shanghai-gkoncy-trading/N1566300;
Exhibitor;Shanghai Hengcang Technology Co., Ltd.;China;201619;Shanghai;;;http://www.shanghaihcg.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/shanghai-hengcang-technology/N1607573;
Exhibitor;Shanghai Hertzinno Technology Co., Ltd.;China;200120;Shanghai;;;https://hertzinno.com;"Hall 27, Stand K14";https://www.hannovermesse.de/exhibitor/shanghai-hertzinno-technology/N1605585;
Exhibitor;Shanghai Kstone S-T Development Co.,Ltd.;China;201318;Shanghai;;;http://www.kstone-sf6.com;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/shanghai-kstone-s-t-development/N1606752;
Exhibitor;Shanghai Nature Beyond Electric Technology Co., Ltd.;China;201101;Shanghai;;;https://www.qwifm.com;"Hall 27, Stand K72";https://www.hannovermesse.de/exhibitor/shanghai-nature-beyond-electric/N1567609;
Exhibitor;Shanghai ROX Electric Co., Ltd;China;201816;Shanghai;;;http://www.rox-electric.com;"Hall 12, Stand A50";https://www.hannovermesse.de/exhibitor/shanghai-rox-electric/N1606988;
Exhibitor;Shanghai Shengqing Import & Export Co., Ltd.;China;201613;Shanghai;;;https://www.shsq-bar.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/shanghai-shengqing-import-export/N1606753;
Exhibitor;Shanghai Shengyun Automation Technology Co., Ltd.;China;201506;Shanghai;;;http://www.shinewincn.com;"Hall 26, Stand B09";https://www.hannovermesse.de/exhibitor/shanghai-shengyun-automation-technology/N1608870;
Exhibitor;Shanghai SNZ Bearings Co., Ltd.;China;201319;Shanghai;;;https://www.snzbearings.com;"Hall 13, Stand F59";https://www.hannovermesse.de/exhibitor/shanghai-snz-bearings-company/N1605588;
Exhibitor;Shanghai Sourcing Ltd.;China;200333;Shanghai;;;http://www.csmfg.com;"Hall 13, Stand G04";https://www.hannovermesse.de/exhibitor/shanghai-sourcing/N1610717;
Exhibitor;Shanghai Ubiquitous Navigation Technology Co., Ltd.;China;201799;Shanghai;;;http://www.ubinavi.com.cn;"Hall 27, Stand J03";https://www.hannovermesse.de/exhibitor/shanghai-ubiquitous-navigation/N1607194;
Exhibitor;Shanghai VINTEKO Technology Co., Ltd.;China;201116;Shanghai;;;http://www.vinteko.xyz;"Hall 27, Stand F03";https://www.hannovermesse.de/exhibitor/shanghai-vinteko-technology/N1606251;
Exhibitor;Shang Hai Wang Jun Electronics Technology Co., Ltd.;China;201806;Shanghai;;;https://www.wangjuntech.com;"Hall 12, Stand A65";https://www.hannovermesse.de/exhibitor/shang-hai-wang-jun-electronics-tech-/N1572918;
Exhibitor;Shanghai Xinlong Plastic Manufacturing Co., Ltd.;China;200241;Shanghai;;;http://www.china-cabletie.com;"Hall 12, Stand A66/1";https://www.hannovermesse.de/exhibitor/shanghai-xinlong-plastic/N1606383;
Exhibitor;Shanghai Yifeng Powder Metallurgy Co., Ltd;China;201908;Shanghai;;;http://www.yifeng.cc;"Hall 17, Stand F70";https://www.hannovermesse.de/exhibitor/shanghai-yifeng-powder-metallurgy/N1569774;
Exhibitor;Shanghai YongXing International Trading Co., Ltd.;China;200001;Shanghai;;;http://www.syxbearing.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/shanghai-yongxing-international-trading/N1571966;
Exhibitor;Shanghai Zhengyang Bearing Co., Ltd;China;200050;Shanghai;;;http://www.zyzbearing.com;"Hall 13, Stand G14";https://www.hannovermesse.de/exhibitor/shanghai-zhengyang-bearing/N1607045;
Exhibitor;Shanghai Zuoer Transmission Equipment Co.,Ltd.;China;201612;Shanghai;;;https://www.facebook.com/profile.php?id=61587397162545;"Hall 13, Stand G38";https://www.hannovermesse.de/exhibitor/shanghai-zuoer-transmission/N1609348;
Exhibitor;Shangxi Watalent Logistics Equipment Technology Co., Ltd.;China;030030;Taiyuan;;;http://www.sxwetalent.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shangxi-watalent-logistics-equipment/N1612742;
Exhibitor;Shan Hua Plastic Industrial Co., Ltd.;Taiwan;711012;Tainan City;;;http://www.shpi.com.tw;"Hall 27, Stand E05, (3)";https://www.hannovermesse.de/exhibitor/shan-hua-plastic-industrial/N1572383;
Exhibitor;Shanteng Automotive Sealing System (Zhejiang) Co., Ltd.;China;314400;Haining;;;http://www.zokseal.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanteng-automotive-sealing-system/N1608478;
Exhibitor;Shanxi Aerospace Qinghua Equipment Co.,LTD;China;046000;Changzhi;;;https://www.qhm.cn;"Hall 12, Stand G87";https://www.hannovermesse.de/exhibitor/shanxi-aerospace-qinghua/N1611032;
Exhibitor;Shanxi Bridgold Flexible Busbar Tech Co., Ltd.;China;030027;Taiyuan;;;http://www.bridgold.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-bridgold-flexible-busbar-tech/N1612743;
Exhibitor;Shanxi Dedao Equipment Manufacturing Group Co., Ltd.;China;030002;Taiyuan;;;http://www.dedao-group.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-dedao-equipment-mfg-/N1613295;
Exhibitor;Shanxi Electric Motor Manufacturing Co., Ltd.;China;030032;Taiyuan;;;http://www.sxdj.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-electric-motor-manufacturing/N1606189;
Exhibitor;Shanxi Jinrong Intelligent Technology Co., Ltd.;China;030027;Taiyuan;;;;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-jinrong-intelligent-technology/N1612744;
Exhibitor;Shanxi Kang Teng Wei Machinery Manufacturing Co., Ltd;China;041000;Linfen;;;;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-kang-teng-wei-machinery/N1609954;
Exhibitor;Shanxi Nongtao Network Technology Co., Ltd;China;030032;Taiyuan;;;;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-nongtao-network-technology/N1612745;
Exhibitor;Shanxi Provincial Bureau of Investment Promotion;China;030032;Taiyuan;;;http://www.shanxiinvest.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-provincial-bureau-of-investment/N1613773;
Exhibitor;ShanXi TaoDing Trading Co., Ltd.;China;031100;Jinzhong;;;;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-taoding-trading/N1606190;
Exhibitor;Shanxi Tianma Precision Equipment Manufacturing Co., Ltd.;China;032400;Lvliang;;;;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-tianma-precision-equipment/N1612746;
Exhibitor;Shanxi Ultra?High Speed Maglev Technology Innovation Development Co., Ltd.;China;037000;Datong;;;;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/shanxi-ultra-high-speed-maglev/N1612747;
Exhibitor;Shaver Industries Inc.;Canada;;Waterloo, ON N2V 1A2;;;http://www.shaverinc.com;"Hall 26, Stand E78";https://www.hannovermesse.de/exhibitor/shaver-industries/N1609100;
Exhibitor;Sha Yang Ye Industrial Co., Ltd.;Taiwan;330048;Taoyuan;;;http://www.shayangye.com;"Hall 13, Stand A79";https://www.hannovermesse.de/exhibitor/sha-yang-ye-industrial/N1504282;
Exhibitor;Shenghong Metal Co., Ltd;China;313200;Huzhou;;;http://www.alcubiz.com;"Hall 12, Stand G54";https://www.hannovermesse.de/exhibitor/shenghong-metal/N1609794;
Exhibitor;Shenle Corporation Ltd;China;325603;Wenzhou;;;http://www.shenler.com;"Hall 27, Stand J03";https://www.hannovermesse.de/exhibitor/shenle/N1607761;
Exhibitor;Shenyang Huade High Technology Electric Co., Ltd.;China;110027;Shenyang;;;https://www.huade-electric.com;"Hall 12, Stand C41";https://www.hannovermesse.de/exhibitor/shenyang-huade-high-technology/N1566450;
Exhibitor;ShenYang MetalTech Co., Ltd.;China;110062;Shenyang;;;;"Hall 17, Stand D70";https://www.hannovermesse.de/exhibitor/shenyang-metaltech/N1508877;
Exhibitor;Shenyang Puyue Enterprise Co., Ltd.;China;110179;Shenyang;;;http://www.puyuegroup.com;"Hall 17, Stand D70";https://www.hannovermesse.de/exhibitor/shenyang-puyue-enterprise/N1542606;
Exhibitor;Shenyang Zhongye Guangyang Bearing Co., Ltd.;China;110326;Shenyang;;;http://www.syb-bearing.com;"Hall 13, Stand A53";https://www.hannovermesse.de/exhibitor/shenyang-zhongye-guangyang-bearing/N1537829;
Exhibitor;Shenzhen ADY Power Tech Co., Ltd.;China;518107;Shenzhen;;;https://www.adypower.com;"Hall 26, Stand B10/1";https://www.hannovermesse.de/exhibitor/shenzhen-ady-power-tech/N1575171;
Exhibitor;Shenzhen Chenxiang Intelligent Technology Co., Ltd.;China;518103;Shenzhen;;;http://www.cenava.cn;"Hall 14, Stand L36";https://www.hannovermesse.de/exhibitor/shenzhen-chenxiang-intelligent/N1606161;
Exhibitor;Shenzhen Chuangyin Co., Ltd.;China;518057;Shenzhen;;;http://www.chuangy.com;"Hall 12, Stand G54";https://www.hannovermesse.de/exhibitor/shenzhen-chuangyin/N1543391;
Exhibitor;Shenzhen Finder-industry Limited;China;518116;Shenzhen;;;http://www.finder-industry.com;"Hall 27, Stand K12";https://www.hannovermesse.de/exhibitor/shenzhen-finder-industry-limited/N1605591;
Exhibitor;Shenzhen Hongsinn Precision Co., Ltd.;China;518126;Shenzhen;;;http://www.hongsinn.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/shenzhen-hongsinn-precision/N1541800;
Exhibitor;Shenzhen K-Easy Electrical Automation Co., Ltd.;China;518100;Shenzhen;;;http://www.keasyautomation.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/shenzhen-k-easy-electrical-automat-/N1542043;
Exhibitor;Shenzhen Liron Electronics Co., Ltd.;China;518110;Shenzhen;;;https://www.lironelectronics.com/;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/shenzhen-liron-electronics/N1606754;
Exhibitor;Shenzhen MINGDA Technology Co.,ltd;China;518110;Shenzhen;;;https://www.3dmingda.com;"Hall 17, Stand G51";https://www.hannovermesse.de/exhibitor/shenzhen-mingda-technology/N1609461;
Exhibitor;Shenzhen Perfect Precision Products Co., Ltd.;China;518111;Shenzhen;;;http://www.7-swords.com;"Hall 17, Stand E82";https://www.hannovermesse.de/exhibitor/shenzhen-perfect-precision-products/N1607478;
Exhibitor;Shenzhen Sinexcel Electric Co.,Ltd.;China;518000;Shenzhen;;;http://www.sinexcel.com;"Hall 23, Stand B64";https://www.hannovermesse.de/exhibitor/shenzhen-sinexcel-electric/N1544795;
Exhibitor;Shenzhen Soar Technology Co.,Ltd.;China;518132;Shenzhen;;;http://www.soarcable.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/shenzhen-soar-technology/N1606486;
Exhibitor;Shenzhen Soten Technology Co., Ltd.;China;518055;Shenzhen;;;http://www.sotengroup.com;"Hall 14, Stand L40";https://www.hannovermesse.de/exhibitor/shenzhen-soten-technology/N1607675;
Exhibitor;Shenzhen Vanslin Material Co., Ltd.;China;518054;Shenzhen;;;http://www.vanslin.com;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/shenzhen-vanslin-material/N1606755;
Exhibitor;Shenzhen Weiyuan Precision Technology  Co., Ltd.;China;518116;Shenzhen;;;http://www.wy-sz.com;"Hall 26, Stand C15/1";https://www.hannovermesse.de/exhibitor/shenzhen-weiyuan-precision-technology/N1566310;
Exhibitor;Shenzhen Zhenyang Precision Technology Co., Ltd.;China;518000;Shenzhen;;;http://www.zhenyangtec.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/shenzhen-zhenyang-precision-technology/N1607195;
Exhibitor;Shih Fong Precision Casting Co., Ltd.;Taiwan;411018;Taichung City;;;https://shihfongcasting.com;"Hall 17, Stand B02, (16)";https://www.hannovermesse.de/exhibitor/shih-fong-precision-casting/N1607408;
Exhibitor;Shijiazhuang CAPT Power Transmission Co., Ltd.;China;050022;Shijiazhuang;;;http://www.chssb.com;"Hall 13, Stand F29";https://www.hannovermesse.de/exhibitor/shijiazhuang-capt-power/N1540241;
Exhibitor;Shoplogix Inc.;Canada;;Oakville L6L 5W2;;;http://www.shoplogix.com;"Hall 14, Stand J06";https://www.hannovermesse.de/exhibitor/shoplogix/N1519771;
Exhibitor;shyftplan GmbH;Germany;10969;Berlin;Berlin;;http://www.shyftplan.com;"Hall 15, Stand G58";https://www.hannovermesse.de/exhibitor/shyftplan/N1605593;
Exhibitor;SIBA GmbH;Germany;44534;Lünen;North Rhine-Westphalia;;http://www.siba.de;"Hall 13, Stand C14";https://www.hannovermesse.de/exhibitor/siba/N1605923;
Exhibitor;Sichuan Odot Automation System Co., Ltd.;China;621000;Mianyang;;;http://www.odotautomation.com;"Hall 27, Stand E06";https://www.hannovermesse.de/exhibitor/sichuan-odot-automation-system/N1572333;
Exhibitor;VRAI Insights Private Limited;India;;Bengaluru 560038;;;https://usesidecar.com/;"Hall 15, Stand C05";https://www.hannovermesse.de/exhibitor/sidecar/N1607992;
Exhibitor;Siemens AG;Germany;90475;Nürnberg;Bavaria;;http://www.siemens.com;"Hall 26, Stand G06, (13)";https://www.hannovermesse.de/exhibitor/siemens/N1513538;
Exhibitor;Siemens AG;Germany;80333;München;Bavaria;;http://www.siemens.de;"Hall 27, Stand A48";https://www.hannovermesse.de/exhibitor/siemens/N1488742;
Exhibitor;Siemens AG;Germany;91052;Erlangen;Bavaria;;https://www.siemens.com/en-us/events/hannover-messe/;"Hall 11, Stand D20";https://www.hannovermesse.de/exhibitor/siemens/N1574510;
Exhibitor;Siemens AG;Germany;80333;München;Bavaria;;http://www.siemens.de;"Hall 26, Stand C70";https://www.hannovermesse.de/exhibitor/siemens/N1611798;
Exhibitor;Siemens AG;Germany;80333;München;Bavaria;;http://www.siemens.com;Open-air site (FG);https://www.hannovermesse.de/exhibitor/siemens/N1614461;
Exhibitor;Siemens AG;Germany;80333;München;Bavaria;;http://www.siemens.de;"Hall 27, Stand D18";https://www.hannovermesse.de/exhibitor/siemens/N1611205;
Exhibitor;Siemens AG;Germany;90475;Nürnberg;Bavaria;;http://www.siemens.com;"Hall 27, Stand F60";https://www.hannovermesse.de/exhibitor/siemens/N1517222;
Exhibitor;Sieyuan Electric Co., Ltd;China;201108;Shanghai;;;http://en.sieyuan.com/;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/sieyuan-electric/N1606883;
Exhibitor;SIG Energy Technology SAS;France;75015;Paris;;;https://www.sig-innotech.com;"Hall 12, Stand E01";https://www.hannovermesse.de/exhibitor/sig-energy-technology/N1605594;
Exhibitor;Sight Machine, Inc.;United States of America;;San Francisco 94111;;;https://sightmachine.com/;"Hall 17, Stand G06";https://www.hannovermesse.de/exhibitor/sight-machine/N1483668;
Exhibitor;Sightwise GmbH;Germany;30823;Garbsen;Lower Saxony;;https://sightwise.ai;"Hall 26, Stand G44, (15)";https://www.hannovermesse.de/exhibitor/sightwise/N1607790;
Exhibitor;Sightwise GmbH;Germany;30823;Garbsen;Lower Saxony;;http://sightwise.ai;"Hall 16, Stand F09";https://www.hannovermesse.de/exhibitor/sightwise/N1546118;
Exhibitor;Sightwise GmbH;Germany;30823;Garbsen;Lower Saxony;;http://sightwise.ai;"Hall 15, Stand A14";https://www.hannovermesse.de/exhibitor/sightwise/N1610307;
